name,naics_description,naics_code,address,city,state,county,zip,phone,website,excess_food_low,excess_food_high,unique_id,data_source,latitude,longitude,geocode_status
Al-Baby Desserts,Retail Bakeries,311811,210 69th St,San Diego,CA,San Diego,92114,6192781676,,17.4637915,56.015935000000006,FMP28164,EPA 2023,32.705573298524,-117.04872405453,success
Albert's Petite Sweets,Retail Bakeries,311811,1576 Stonewood CT,San Pedro,CA,Los Angeles,90732,5627619924,www.albertspetitesweets.com,2.5234625,8.094125,FMP11965,EPA 2023,33.761421884114,-118.307890354644,success
Alchemy Bakery and Brew,Retail Bakeries,311811,12202 El Capitan Ave,Bakersfield,CA,Kern,93312,6615890557,,10.987801000000001,35.24389,FMP22449,EPA 2023,35.403820348794,-119.137729366985,success
Aldabella Custom Crush,Wineries,312130,2629 Townsgate Rd Ste 200,Westlake Village,CA,Ventura,91361,,www.aldabellawinery.com,15.829987000000001,50.77543000000001,FMP26772,EPA 2023,34.157479650165,-118.828951277871,success
Aldabella Custom Crush Winery & Storage LLC,Wineries,312130,31111 Via Colinas Ste 201,Westlake Village,CA,Ventura,91362,,www.aldabellawinery.com,2.7426175,8.797075000000001,FMP12699,EPA 2023,34.153375119933,-118.802642860611,success
Aldar Bakery Inc.,Retail Bakeries,311811,1433 S Vernon St,Anaheim,CA,Orange,92805,7149911401,www.ocpita.com,31.4022615,100.72423500000001,FMP33840,EPA 2023,33.81191309154,-117.89365626258,success
Alessio Foods Inc,All Other Miscellaneous Food Manufacturing,311999,181 E Orange Ave APT H4,Chula Vista,CA,San Diego,91911,6199549694,www.alessiofoods.com,6.671799,21.40011,FMP18445,EPA 2023,32.603522730856,-117.042618296136,success
"Alewright, LLC",Breweries,312120,5049 6th St,Carpinteria,CA,Santa Barbara,93013,,,15.955279,51.177310000000006,FMP26913,EPA 2023,34.395920989071,-119.520985718094,success
Alex Mendrin,Dried and Dehydrated Food Manufacturing,311423,18706 W Shields Ave,Kerman,CA,Fresno,93630,5598469141,,2.174113,6.9735700000000005,FMP10393,EPA 2023,36.778576052398,-120.127312737608,success
Alexana Winery,Wineries,312130,2930 Saint Helena Hwy N,Saint Helena,CA,Napa,94574,,,26.408734,84.70726,FMP32643,EPA 2023,38.520711972643,-122.492902321602,success
Alexander Baking Company,Commercial Bakeries,311812,9707 Marmot Way,Kelseyville,CA,Lake,95451,6263756131,,15.568909,49.938010000000006,FMP26596,EPA 2023,38.947781461136,-122.7278920531,success
"Alexander Valley Cellars, LLC",Wineries,312130,6752 Washington St,Yountville,CA,Napa,94599,7079477030,www.stewartcellars.com,,,FMP42939,EPA 2023,38.406191169923,-122.366610606693,success
"Alexander Valley Ventures, LLC",Wineries,312130,190 Foss Creek Cir Ste A,Healdsburg,CA,Sonoma,95448,,www.alexandervalley.org,2.728864,8.75296,FMP12666,EPA 2023,38.613753726985,-122.875773111761,success
Alfie's Treats LLC,Retail Bakeries,311811,1395 N Eastern Ave,Los Angeles,CA,Los Angeles,90063,,,15.4289625,49.489125,FMP26422,EPA 2023,34.056055604076,-118.172479493233,success
Alfred Domaine,Wineries,312130,7525 Orcutt Rd,San Luis Obispo,CA,San Luis Obispo,93401,8055419463,www.chamisalvineyards.com,27.672863500000002,88.762015,FMP33068,EPA 2023,35.200476256594,-120.571521870437,success
"Alfred Louie, Incorporated",All Other Miscellaneous Food Manufacturing,311999,4501 Shepard St,Bakersfield,CA,Kern,93313,6618312520,,46.652773,149.64097,FMP35450,EPA 2023,35.314725093689,-119.058470286968,success
Ali Mohebbi,Retail Bakeries,311811,356 Pebble Beach Dr,Brentwood,CA,Contra Costa,94513,4153783558,,0.9181985,2.9451650000000003,FMP3712,EPA 2023,37.918134070541,-121.741395113653,success
"Alice St Bakery Cafe, Inc.",Retail Bakeries,311811,251 10th St,Oakland,CA,Alameda,94607,9258188329,www.alicestbakery.com,44.0313665,141.232685,FMP35277,EPA 2023,37.79966496624,-122.268266220094,success
Alice's Sweet Tooth LLC,Cookie and Cracker Manufacturing,311821,1230 Horn Ave APT 526,West Hollywood,CA,Los Angeles,90069,3106576190,www.alicessweettooth.com,21.6005475,69.28477500000001,FMP30811,EPA 2023,34.092459348394,-118.383283095001,success
Alicia Panaderia Inc,Retail Bakeries,311811,707 Main St,Delano,CA,Kern,93215,6617250721,,7.325183,23.49587,FMP19141,EPA 2023,35.765304696784,-119.244826962212,success
"Alison Bakery, LLC",Retail Bakeries,311811,1190 Miraloma Way Ste Q,Sunnyvale,CA,Santa Clara,94085,,,2.7785515,8.912335,FMP12796,EPA 2023,37.378809606932,-121.996624289939,success
All About The Crust LLC,Retail Bakeries,311811,811 N Dwight Ave,Compton,CA,Los Angeles,90220,,,0.938895,3.01155,FMP3878,EPA 2023,33.90186207518,-118.242338598936,success
All American Efx,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,1954 Camden Ave,San Jose,CA,Santa Clara,95124,4086269009,www.efxsports.com,12.9384925,41.500825000000006,FMP24114,EPA 2023,37.261683767888,-121.927547364907,success
Allen Ross,Wineries,312130,5200 N Palm Ave Ste 310,Fresno,CA,Fresno,93704,5592696775,,5.3,17,FMP17337,EPA 2023,36.811935458865,-119.808338987156,success
"Allergic To Shrimp, Incorporated",Seafood Product Preparation and Packaging,311710,21700 Oxnard St Ste 950,Woodland Hills,CA,Los Angeles,91367,3107172361,,17.212545,55.21005,FMP27968,EPA 2023,34.179111190634,-118.601574687918,success
Allesina,Meat Processed from Carcasses,311612,8396 El Camino Real,Atascadero,CA,San Luis Obispo,93422,8054616800,,17.671101,56.680890000000005,FMP28315,EPA 2023,35.473684305001,-120.65421300282,success
"Alley 6 Craft Distillery, LLC",Distilleries,312140,1401 Grove St Unit D,Healdsburg,CA,Sonoma,95448,7074843593,www.alley6.com,21.9718655,70.475795,FMP31008,EPA 2023,38.63502795583,-122.874858371498,success
Allora,Wineries,312130,3244 Ehlers Ln,Saint Helena,CA,Napa,94574,7079636071,www.alloravineyards.com,13.25,42.5,FMP24464,EPA 2023,38.531034890265,-122.499181427289,success
"Almanac Beer Co., LLC",Breweries,312120,651 W Tower Ave B,Alameda,CA,Alameda,94501,4159923438,www.almanacbeer.com,79.5,255.00000000000003,FMP36556,EPA 2023,37.783055200902,-122.299393308098,success
"Almendra Winery and Distillery, Inc.",Wineries,312130,3329 Hegan Ln,Chico,CA,Butte,95928,,www.almendrawinery.com,2.257376,7.240640000000001,FMP10801,EPA 2023,39.68964472368,-121.839398753582,success
Almendra Winery Distillery,Wineries,312130,9275 Midway,Durham,CA,Butte,95938,5308090507,www.almendrawinery.com,3.5435535000000002,11.366115,FMP14845,EPA 2023,39.640928469159,-121.798349680473,success
Aloha Bakery,Retail Bakeries,311811,5212 Antiquity Cir,Fairfield,CA,Solano,94534,7076889041,,1.863957,5.9787300000000005,FMP8851,EPA 2023,38.221685297523,-122.15558972182,success
Alondras Bakery,Retail Bakeries,311811,657 E Arrow Hwy,Azusa,CA,Los Angeles,91702,6263393040,,12.34317,39.591300000000004,FMP23546,EPA 2023,34.106851018263,-117.893438018375,success
"Alpena Sausage, Inc.",Meat Processed from Carcasses,311612,5329 Craner Ave,North Hollywood,CA,Los Angeles,91601,8185059482,,61.4828355,197.20909500000002,FMP36094,EPA 2023,34.167929453152,-118.369218029809,success
Alpha Minx Bakery L.L.C.,Retail Bakeries,311811,1113 Greenfield Dr APT 2,El Cajon,CA,San Diego,92021,,,1.499211,4.80879,FMP6364,EPA 2023,32.813307920727,-116.944018633506,success
Alpha Omega Collective NAPA,Wineries,312130,1245 1st St,NAPA,CA,Napa,94559,7072946960,www.alphaomegacollectivenapa.com,4.33275,13.8975,FMP16188,EPA 2023,38.298230078053,-122.287204907045,success
"Alpine Meats, Inc.",Meat Processed from Carcasses,311612,9850 Lower Sacramento Rd,Stockton,CA,San Joaquin,95210,2094772691,www.alpinemeats.com,220.1011295,705.9847550000001,FMP37774,EPA 2023,38.041286266792,-121.322586488094,success
Alpine Road Winery,Wineries,312130,11715 Skyline Blvd,Los Gatos,CA,Santa Cruz,95033,6504192047,www.rhysvineyards.com,25.696361,82.42229,FMP32427,EPA 2023,37.281708366402,-122.148970601052,success
"Alquimista Cellars, LLC",Wineries,312130,2238 Schaeffer Rd,Sebastopol,CA,Sonoma,95472,4157100225,www.alquimistacellars.com,2.0002465,6.415885,FMP9550,EPA 2023,38.354235080764,-122.812735709625,success
Alta Cresta Olive Oil Inc,Fats and Oils Refining and Blending,311225,24 Foxtail Ln,Trabuco Canyon,CA,Orange,92679,8052274751,,16.162986,51.843540000000004,FMP27107,EPA 2023,33.637083903655,-117.565724975231,success
Alta Dena Express Bakery,Retail Bakeries,311811,2801 N Glenoaks Blvd,Burbank,CA,Los Angeles,91504,,,0.8867430000000001,2.8442700000000003,FMP2015,EPA 2023,34.203035080285,-118.334249342352,success
"Alta Maria Vineyards, LLC",Wineries,312130,2900 Rancho Tepusquet,Santa Maria,CA,Santa Barbara,93454,8056861144,www.altamaria.com,3.9847785,12.781365000000001,FMP15688,EPA 2023,34.922652504045,-120.291052228625,success
Alta Sol Winery,Wineries,312130,22675 Brookhaven,Lake Forest,CA,Orange,92630,,,1.973508,6.330120000000001,FMP9350,EPA 2023,33.633481181036,-117.678402965717,success
Alta Vineyards,Wineries,312130,450 N Roxbury Dr Ste 303,Beverly Hills,CA,Los Angeles,90210,,,1.6530965,5.302385,FMP7643,EPA 2023,34.06785550467,-118.406629366528,success
Alta Wines LLC,Wineries,312130,1988 Thousand Oaks Blvd,Berkeley,CA,Alameda,94707,7073412930,www.altawinery.com,3.975,12.750000000000002,FMP15638,EPA 2023,37.897189694837,-122.276357918464,success
"Alta-Dena Certified Dairy, LLC",Fluid Milk Manufacturing,311511,123 Aero Camino,Goleta,CA,Santa Barbara,93117,,www.deanfoods.com,,,FMP40503,EPA 2023,34.433666478511,-119.848551827911,success
Alvarez Bakery,Commercial Bakeries,311812,4125 City Terrace Dr,Los Angeles,CA,Los Angeles,90063,3232654444,,0.9424725,3.023025,FMP3887,EPA 2023,34.056039062718,-118.176936820549,success
Alvin Tollini,Wineries,312130,4600 Eastside Calpella Rd,Ukiah,CA,Mendocino,95482,7074850525,www.trinafourcellars.com,3.758389,12.05521,FMP15266,EPA 2023,39.21366203015,-123.197127394093,success
Always Baking,Commercial Bakeries,311812,2394 Donna Maria Way,Santa Rosa,CA,Sonoma,95401,7076944921,,13.427338,43.06882,FMP24668,EPA 2023,38.435571732463,-122.764089581822,success
Alyce Baker,Retail Bakeries,311811,508 E Grand Ave,Arroyo Grande,CA,San Luis Obispo,93420,,,14.669181,47.05209000000001,FMP25673,EPA 2023,35.120176029433,-120.587345140424,success
Alysian Wines,Wineries,312130,4035 Westside Rd,Healdsburg,CA,Sonoma,95448,,www.alysianwinery.com,27.4648385,88.09476500000001,FMP32995,EPA 2023,38.564142810569,-122.871156547733,success
"AM Cellars, LLC",Wineries,312130,1436 2nd St,NAPA,CA,Napa,94559,,,2.98284,9.5676,FMP13457,EPA 2023,38.296805358782,-122.288398926701,success
Amado Yanez Bakery Inc,Retail Bakeries,311811,1249 Sand Drift Pt,San Diego,CA,San Diego,92154,,,4.4949565,14.417785,FMP16413,EPA 2023,32.574873838767,-117.020069347614,success
Amador County Vintners Association,Wineries,312130,9310 Pacific St,Plymouth,CA,Amador,95669,2092456992,www.amadorwine.com,12.809517,41.08713,FMP24009,EPA 2023,38.475180162989,-120.849543327275,success
"Amador Distillery, LLC",Distilleries,312140,260 Scottsville Blvd,Jackson,CA,Amador,95642,2093041740,,2.36592,7.588800000000001,FMP11251,EPA 2023,38.337488043193,-120.754986432587,success
Amador Foothill Winery,Wineries,312130,12500 Steiner Rd,Plymouth,CA,Amador,95669,2092456307,www.blog.amadorfoothill.com,10.263556,32.920840000000005,FMP21848,EPA 2023,38.539327440293,-120.789247011832,success
Amapola Creek Vineyards & Winery,Wineries,312130,392 London Way,Sonoma,CA,Sonoma,95476,7079383783,www.amapolacreek.com,27.8575685,89.354465,FMP33121,EPA 2023,38.331742843753,-122.485346273383,success
"Amari Cellars, LLC",Wineries,312130,1790 Forest View Ave,Hillsborough,CA,San Mateo,94010,,,16.547766,53.077740000000006,FMP27467,EPA 2023,37.578145542292,-122.36400008046,success
Amarillo Vineyards LLC,Wineries,312130,1220 Greenfield Dr,El Cajon,CA,San Diego,92021,,,30.2267215,96.953635,FMP33632,EPA 2023,32.813431511863,-116.939224614642,success
Amaro Vineyard,Wineries,312130,18912 Rockinghorse Ln,Huntington Beach,CA,Orange,92648,7142132023,,7.3449785,23.559365000000003,FMP19166,EPA 2023,33.687861771456,-118.01328886372,success
Amausaan Uji Matcha,Retail Bakeries,311811,1950 Shattuck Ave,Berkeley,CA,Alameda,94704,,www.amausaan.us,0.8867430000000001,2.8442700000000003,FMP1518,EPA 2023,37.872816177379,-122.268617376738,success
"Amaxi Nutrition Products, Inc.","Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,10655 7th St,Rancho Cucamonga,CA,San Bernardino,91730,9099892688,www.amaxinutrition.com,35.8636955,115.034495,FMP34540,EPA 2023,34.088376872836,-117.572935265141,success
"Amay's Bakery & Noodle Co., Inc.",Cookie and Cracker Manufacturing,311821,837 E Commercial St,Los Angeles,CA,Los Angeles,90012,2136262713,www.amaysbakery.com,246.835575,791.73675,FMP37886,EPA 2023,34.052626786255,-118.230678024663,success
Amazing Foods For Health Inc.,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,225 Locust St Ste 201,Redding,CA,Shasta,96001,5302768598,,3.975,12.750000000000002,FMP40851,EPA 2023,40.574528175241,-122.374973037816,success
Amazing Foods For Health Inc.,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,15685 Old Stage Coach Rd,Redding,CA,Shasta,96001,5309412220,,,,FMP15645,EPA 2023,40.581864844277,-122.475964318692,success
Amazing Goodies and Treats,Retail Bakeries,311811,6368 Siena CT,Magalia,CA,Butte,95954,5305157311,,25.9831705,83.342245,FMP32523,EPA 2023,39.822470501264,-121.59899818251,success
Ambercraft,Coffee and Tea Manufacturing,311920,5 Georgetown,Irvine,CA,Orange,92612,3522141282,,1.6530965,5.302385,FMP7661,EPA 2023,33.652522608884,-117.828330949073,success
"AME Bakery, Inc.",Retail Bakeries,311811,4237 Alabama St,San Diego,CA,San Diego,92104,6195183339,,18.55,59.50000000000001,FMP28924,EPA 2023,32.754742214965,-117.142457470929,success
Ameressens All Natural Fruit Spread,All Other Miscellaneous Food Manufacturing,311999,1024 N Sierra Bonita Ave,West Hollywood,CA,Los Angeles,90046,3109270579,,4.638878,14.879420000000001,FMP16596,EPA 2023,34.089129824946,-118.354205423398,success
Ameri Treats,Retail Bakeries,311811,100 Silas Ave,Newbury Park,CA,Ventura,91320,8054981721,www.ameritreats.com,2.7690115,8.881735,FMP12781,EPA 2023,34.177286290522,-118.938605947886,success
"American Caliber Foods, Inc.",Seafood Product Preparation and Packaging,311710,621 Gladys Ave,Los Angeles,CA,Los Angeles,90021,2136838010,,23.624432,75.77648,FMP31743,EPA 2023,34.03994614377,-118.242489979922,success
"American Color Research Center, Inc.",All Other Miscellaneous Food Manufacturing,311999,1825 Sampson Ave,Corona,CA,Riverside,92879,9095988498,www.acrccolors.com,12.0981775,38.805475,FMP23294,EPA 2023,33.879748465533,-117.529690599094,success
American Fence Co,Retail Bakeries,311811,128 E Mission Rd,Fallbrook,CA,San Diego,92028,7608779951,,17.4637915,56.015935000000006,FMP28160,EPA 2023,33.384688460773,-117.251007144462,success
"American Fruits and Flavors, LLC",Flavoring Syrup and Concentrate Manufacturing,311930,10725 Sutter Ave,Pacoima,CA,Los Angeles,91331,8188999574,www.mutualflavors.com,2534.97357,8131.0473,FMP39070,EPA 2023,34.265047293268,-118.419717495395,success
American Licorice Company,Nonchocolate Confectionery Manufacturing,311340,2477 Liston Way,Union City,CA,Alameda,94587,5104875500,www.americanlicorice.com,,,FMP41525,EPA 2023,37.60492260537,-122.05013036951,success
American Naturals Company LLC,Dried and Dehydrated Food Manufacturing,311423,3737 Longridge Ave,Sherman Oaks,CA,Los Angeles,91423,3232016891,www.americannaturalscompany.com,87.45,280.5,FMP36716,EPA 2023,34.138406509986,-118.418322302426,success
American Reserve Distillers,Distilleries,312140,9448 Artesia Blvd APT H,Bellflower,CA,Los Angeles,90706,,,1.6530965,5.302385,FMP7862,EPA 2023,33.874740861757,-118.132681654423,success
American Royal Crown Inc.,Soft Drink Manufacturing,312111,60 Palatine APT 422,Irvine,CA,Orange,92612,9494442491,www.americanroyalcrown.com,27.9659005,89.70194500000001,FMP33175,EPA 2023,33.668813233902,-117.846937649312,success
"American Treats, LLC",Retail Bakeries,311811,2790 Erringer Rd APT 23,Simi Valley,CA,Ventura,93065,,www.overthemoonsf.com,19.9994705,64.14924500000001,FMP21835,EPA 2023,34.285887713913,-118.761356468779,success
American Vintners Selections,Wineries,312130,960 S Guild Ave,Lodi,CA,San Joaquin,95240,2093695199,www.avintners.com,34.749556,111.46084,FMP34394,EPA 2023,38.120964173277,-121.247679217427,success
Ames Fine Food Inc,Fats and Oils Refining and Blending,311225,300 Industrial Way,Brisbane,CA,San Mateo,94005,4156570123,www.gwsfoods.com,505.28864400000003,1620.7371600000001,FMP38394,EPA 2023,37.697059037117,-122.40601110418,success
"Amici Cellars, Inc.",Wineries,312130,3130 Old Lawley Toll Rd,Calistoga,CA,Napa,94515,7079679560,www.amicicellars.com,150.208042,481.79938000000004,FMP37407,EPA 2023,38.60935106869,-122.59134705501,success
Amila's Jr Bakery,Retail Bakeries,311811,3868 E Cesar E Chavez Ave,Los Angeles,CA,Los Angeles,90063,3235482724,,15.4289625,49.489125,FMP26466,EPA 2023,34.040475846164,-118.182883127508,success
Amira I Grand Foods Inc,Rice Milling,311212,1 Park Plz Ste 600,Irvine,CA,Orange,92614,9498524468,www.amira.net,122.420672,392.67008000000004,FMP37179,EPA 2023,33.685989331768,-117.798176053127,success
Amor Designs LLC,Retail Bakeries,311811,2812 Grove Way,Castro Valley,CA,Alameda,94546,,,0.8867430000000001,2.8442700000000003,FMP2022,EPA 2023,37.688572602793,-122.06521123499,success
"Amor Tiho Bakery, Inc.",Retail Bakeries,311811,8829 Valley Blvd,Rosemead,CA,Los Angeles,91770,,,21.6005475,69.28477500000001,FMP30835,EPA 2023,34.080745027367,-118.076986849535,success
Amour De Patisserie LLC,Retail Bakeries,311811,3356 Rivermont St,West Sacramento,CA,Yolo,95691,9168041235,,9.728309,31.204010000000004,FMP21394,EPA 2023,38.536076642999,-121.556938055281,success
Amour Patisserie and Bakery,Retail Bakeries,311811,81 Bonaventura Dr,San Jose,CA,Santa Clara,95134,4084823220,,15.767182,50.573980000000006,FMP26725,EPA 2023,37.389702451716,-121.927391814785,success
"Amour Patisserie and Bakery, LLC",Retail Bakeries,311811,15720 Winchester Blvd # 200,Los Gatos,CA,Santa Clara,95030,4083955111,,3.678094,11.79766,FMP15098,EPA 2023,37.240491639332,-121.976685256847,success
"Amour Patisserie, Inc.",Retail Bakeries,311811,13 N Santa Cruz Ave,Los Gatos,CA,Santa Clara,95030,4084023689,,22.524576,72.24864000000001,FMP31312,EPA 2023,37.222909373227,-121.983768220585,success
Amsert Group LLC,All Other Miscellaneous Food Manufacturing,311999,2325 Raymer Ave,Fullerton,CA,Orange,92833,9514685151,,13.3803005,42.917945,FMP24618,EPA 2023,33.873790777474,-117.969356314814,success
Amuse Bouche LLC,Wineries,312130,1130 Main St,NAPA,CA,Napa,94559,7072519300,www.amusebouchewine.com,39.6131275,127.06097500000001,FMP34904,EPA 2023,38.300340748828,-122.28633049559,success
"Amy's Kitchen, Inc.",Frozen Specialty Food Manufacturing,311412,2300 Northpoint Pkwy,Santa Rosa,CA,Sonoma,95407,7075684500,www.amyskitchen.com,,,FMP41433,EPA 2023,38.4153590906,-122.756896840933,success
An Phuc Bakery Inc,Retail Bakeries,311811,8450 Garvey Ave Ste 200,Rosemead,CA,Los Angeles,91770,,,0.8867430000000001,2.8442700000000003,FMP3450,EPA 2023,34.062597838164,-118.084792176514,success
Anaheim House of Jerky,Meat Processed from Carcasses,311612,26100 Newport Rd Ste A12,Menifee,CA,Riverside,92584,,,16.0298235,51.416415,FMP26973,EPA 2023,33.685090651164,-117.204067292332,success
Analex Corporation,Wineries,312130,6841 Tanzanite Dr,Carlsbad,CA,San Diego,92009,,www.qinetiq-na.com,,,FMP42952,EPA 2023,33.107264230936,-117.259003271816,success
Anas Bakery,Retail Bakeries,311811,4026 Gage Ave,Bell,CA,Los Angeles,90201,3235622253,,0.8867430000000001,2.8442700000000003,FMP2467,EPA 2023,33.978842946624,-118.195358247941,success
Anchor Distilling Company,Wineries,312130,1705 Mariposa St,San Francisco,CA,San Francisco,94107,4158638350,www.hotalingandco.com,107.892259,346.06951000000004,FMP37015,EPA 2023,37.763553992126,-122.400614069031,success
